community_name,region_name,town_name,detail_address,subway_name,subway_station,subway_distance,completion_date_year,location_with_center
管庄小区,朝阳,管庄,管庄路,八通线,管庄,1002,2015年,五六环之间
垂杨柳南里,朝阳,双井,垂杨柳南街8号,10号线,劲松,622,1986年,二三环之间
捷强花园,朝阳,十八里店,老君堂村中路,7号线,双合,2520,2000年,四五环之间
地汇华商国际公寓,朝阳,来广营,望京北路,15号线,望京东,979,2009年,四五环之间
八里桥南院,朝阳,双桥,建国路,八通线,八里桥,199,2003年,五六环之间
四路通住宅小区,朝阳,常营,弘燕东路,14号线(东),北工大西门,1193,2005年,三四环之间
工体西路5号小区,朝阳,工体,工体西路5号,2号线,朝阳门,739,1985年,二三环之间
福临家园,朝阳,朝青板块,黄杉木店路,6号线,青年路,1925,2007年,二三环之间
定福庄南里7号院,朝阳,定福庄,建国路,八通线,传媒大学,566,1990年,五六环之间
东土城路3号院,朝阳,和平街,东土城路3号,13号线,柳芳,131,2000年,二三环之间
龙阁,朝阳,朝阳公园,朝阳公园西路13号,14号线(东),枣营,190,2004年,三四环之间
东直门外大街34号小区,朝阳,三里屯,东直门外大街34号,机场线,东直门,791,1988年,二三环之间
方丹苑,朝阳,劲松,劲松七区29号,10号线,潘家园,1091,2002年,二三环之间
丽都东镇,朝阳,酒仙桥,骆房营路,14号线(东),将台,1372,2009年,四五环之间
慧忠里小区(B区),朝阳,亚运村,安立路,15号线,安立路,239,1998年,四五环之间
三里屯外交公寓,朝阳,三里屯,工体北路,10号线,团结湖,330,30.00,二三环之间
北京华侨城2号院,朝阳,垡头,金蝉北路,7号线,欢乐谷景区,295,2006年,四五环之间
FESCO国际公寓,朝阳,双井,广渠门31号,14号线(东),九龙山,85,2005年,三四环之间
华侨村,朝阳,建外大街,建国门外大街24号,2号线,建国门,383,1987年,二三环之间
砖厂胡同小区,朝阳,建外大街,砖厂胡同,1号线,永安里,582,2001年,二三环之间
东风时代,朝阳,四惠,京通快速路,1号线,四惠,542,2003年,四五环之间
纽约豪园,朝阳,国贸,朝阳路,10号线,金台夕照,811,2000年,三四环之间
新派公寓,朝阳,国贸,百子湾路40号,10号线,双井,790,20.00,三四环之间
针织小区,朝阳,团结湖,甜水园西街,14号线(东),朝阳公园,413,30.00,三四环之间
富力山,朝阳,双井,广渠门外大街7号,7号线,广渠门外,137,2005年,二三环之间
国航宿舍,朝阳,芍药居,"芍药居北里313,314号",10号线,芍药居,924,1995年,三四环之间
少角村142号院,朝阳,十八里店,少角村142号,10号线,成寿寺,878,2000年,三四环之间
外馆斜街6号院,朝阳,安贞,外馆斜街6号,8号线,安德里北街,811,2000年,二三环之间
小营西路1号院,朝阳,亚运村小营,小营西路,5号线,惠新西街北口,792,1998年,四五环之间
中国社科院宿舍,朝阳,望京,望京中环南路3号,14号线(东),望京南,571,1986年,三四环之间
汽修厂家属院,朝阳,十八里店,文化广场路,亦庄线,亦庄文化园,2460,2000年,四五环之间
惠中园小区,朝阳,惠新西街,北四环东路106号,5号线,惠新西街北口,463,1999年,三四环之间
都市经典家园,朝阳,高碑店,甘露园19号,1号线,四惠东,726,2003年,四五环之间
广和里七巷小区,朝阳,劲松,广和里七巷,7号线,广渠门外,548,1984年,二三环之间
百环花园,朝阳,潘家园,华威里南街,10号线,潘家园,256,1987年,二三环之间
东直门外大街18号小区,朝阳,三里屯,东直门外大街18号,10号线,农业展览馆,896,1976年,二三环之间
东外斜街12号小区,朝阳,CBD,东直门外东外斜街,13号线,东直门,1104,2000年,二三环之间
光熙家园,朝阳,西坝河,和平里北街,13号线,光熙门,448,2007年,二三环之间
华业玫瑰东方,朝阳,CBD,延静里中街,6号线,金台路,763,2005年,三四环之间
亮马河公寓,朝阳,朝阳公园,东三环北路8号,10号线,亮马桥,411,2006年,三四环之间
左家庄11号院,朝阳,国展,香河园北街,13号线,东直门,963,1999年,二三环之间
工体南里,朝阳,工体,工人体育场南路,6号线,东大桥,474,2008年,二三环之间
寰球之家,朝阳,安贞,樱花园西街,10号线,惠新西街南口,220,1997年,三四环之间
新源南路小区(8-12号(双号)),朝阳,三里屯,新源南路8-12号,10号线,亮马桥,925,1999年,二三环之间
紫光别墅,朝阳,十八里店,老君堂中路,7号线,双合,2448,2001年,四五环之间
中兴苑,朝阳,北苑,来广营西路,5号线,北苑路北,1021,2006年,五六环之间
金福花园,朝阳,定福庄,西长安街,6号线,褡裢坡,1003,2001年,五六环之间
东直门外大街22号小区,朝阳,三里屯,东直门外大街22号,10号线,农业展览馆,1085,1999年,二三环之间
胡姬花园,朝阳,来广营,京顺路,15号线,马泉营,1880,2015年,五六环之间
绿洲家园,朝阳,十八里店,老君堂中路,7号线,双合,2285,2015年,四五环之间
文教小区,朝阳,亚运村,定福庄北街6号,八通线,传媒大学,904,2010年,五六环之间
定福景园,朝阳,定福庄,定福庄路102号,6号线,褡裢坡,320,2006年,五六环之间
八北小区,朝阳,朝阳公园,六里屯街,6号线,十里堡,510,2001年,四五环之间
金星笔厂宿舍,朝阳,定福庄,朝阳路,八通线,传媒大学,804,2000年,二环以内
五亭桥畔月亮城,朝阳,豆各庄,姚家园路,7号线,焦化厂,2009,2015年,五六环之间
龙头公寓,朝阳,潘家园,南新园西路8号,14号线(东),十里河,654,2007年,三四环之间
晨谷花园,朝阳,酒仙桥,将台路,14号线(东),将台,1270,2015年,四五环之间
怡景溪园,朝阳,豆各庄,郎各庄西路6号,7号线,焦化厂,2721,2010年,五六环之间
白西社区,朝阳,三里屯,三里屯南路6号,10号线,团结湖,547,2000年,二三环之间
经干院宿舍,朝阳,望京,花家地街5号,14号线(东),望京南,625,2000年,四五环之间
法院宿舍,朝阳,朝阳公园,六里屯北里16号,14号线(东),朝阳公园,287,1986年,三四环之间
英郡,朝阳,朝青板块,朝阳北路52号,6号线,褡裢坡,727,2013年,五六环之间
翰林阁,朝阳,国贸,建国路乙108号,10号线,国贸,363,2015年,三四环之间
嘉林海德大道,朝阳,酒仙桥,将台西路10号,14号线(东),将台,941,2001年,四五环之间
团结湖南三条小区,朝阳,团结湖,团结湖南路,14号线(东),金台路,535,2015年,三四环之间
雅宝城国际大厦,朝阳,朝外大街,日坛北路19号,2号线,朝阳门,935,2006年,二三环之间
富力十号,朝阳,双井,天力街19号,7号线,广渠门外,656,2012年,二三环之间
美丽舍,朝阳,潘家园,华威路,10号线,潘家园,666,2002年,二三环之间
紫萝园,朝阳,石佛营,姚家园路,6号线,十里堡,1482,2000年,四五环之间
黄木厂小区,朝阳,双井,黄木厂路,10号线,双井,554,1993年,三四环之间
东直门外大街30号小区,朝阳,三里屯,东直门外大街30号,机场线,东直门,892,2000年,二三环之间
榆园小区,朝阳,朝阳周边,兴一路,机场线,东直门,892,2000年,五六环之间
小武基村自建房,朝阳,欢乐谷,东四环南路,7号线,欢乐谷景区,1575,2000年,四五环之间
横街子村自建房,朝阳,小红门,大羊坊路,7号线,欢乐谷景区,1575,2000年,四五环之间
咸宁侯村自建房,朝阳,十八里店,双桥路,10号线,分钟寺,1307,2000年,三四环之间
泓泰家园,朝阳,朝阳周边,金盏路,10号线,分钟寺,1307,2000年,五六环之间
望角家园,朝阳,来广营,东辛店中街,15号线,崔各庄,1230,2000年,五六环之间
司辛庄村自建房,朝阳,管庄,塔营北街,八通线,管庄,697,2000年,五六环之间
郁金香公寓,朝阳,朝阳公园,酒仙桥路,14号线(东),东风北桥,1188,2000年,四五环之间
白领家园,朝阳,大山子,草场地256-1号,15号线,望京东,1956,2000年,五六环之间
盛海公寓,朝阳,来广营,新勇路,14号线(东),来广营,1661,2000年,五六环之间
天宜公寓,朝阳,十八里店,老君堂村甲1号,7号线,双合,2668,2000年,四五环之间
费家村自建房,朝阳,来广营,东辛庄中街,15号线,崔各庄,1003,2000年,四五环之间
阳光公寓,朝阳,小红门,金榆路,亦庄线,亦庄文化园,2347,2000年,四五环之间
双桥中路32号院,朝阳,双桥,双桥中路32号,八通线,管庄,1967,2000年,五六环之间
双龙公寓,朝阳,管庄,京通快速路,八通线,管庄,226,2000年,五六环之间
维平公寓,朝阳,小红门,南四环东路,亦庄线,肖村,648,2000年,四五环之间
百子湾西社区,朝阳,大望路,百子湾路,1号线,四惠,860,2000年,四五环之间
紫檀万豪行政公寓,朝阳,高碑店,兴隆西街,八通线,高碑店,563,2000年,四五环之间
小红门65号院,朝阳,十八里店,小红门路,10号线,成寿寺,795,2000年,三四环之间
北京家园,朝阳,欢乐谷,化工路,7号线,双合,782,2000年,四五环之间
东八间房村临8号商业,朝阳,酒仙桥,将台东路,14号线(东),将台,2189,2000年,五六环之间
石各庄园艺场1号院商业,朝阳,定福庄,石各庄园艺场1号,6号线,褡裢坡,1386,2000年,五六环之间
垡头街道西里13号商业,朝阳,欢乐谷,垡头街道西里13号,7号线,欢乐谷景区,1039,2000年,四五环之间
南花园168号商业,朝阳,豆各庄,南花园168号,7号线,欢乐谷景区,1039,2000年,五六环之间
丽都广场商业,朝阳,大山子,将台路6号,14号线(东),望京南,883,2000年,四五环之间
劲松北社区一区东小院,朝阳,国贸,劲松路,10号线,劲松,179,2000年,二三环之间
北苑路甲78号院,朝阳,奥林匹克公园,双拥路,5号线,大屯路东,1400,2000年,四五环之间
百顺家园,朝阳,朝阳周边,南皋路,15号线,望京东,2772,2000年,五六环之间
奶东村自建房,朝阳,来广营,顺白路297号,14号线(东),善各庄,1560,2000年,五六环之间
曙光里1号院,朝阳,国展,曙光里1号,机场线,三元桥,383,2000年,三四环之间
深沟村自建房,朝阳,大望路,南四环中路辅路,八通线,四惠,924,2000年,四五环之间
高碑店南甲29号院,朝阳,高碑店,高碑店南甲29号,八通线,高碑店,1030,2000年,四五环之间
福盈家园3号院,朝阳,定福庄,朝阳北路,6号线,褡裢坡,511,2000年,五六环之间
奥北家园,朝阳,奥林匹克公园,北苑路,5号线,北苑路北,1404,2000年,四五环之间
高碑店路1438号院,朝阳,高碑店,高碑店路1438号,八通线,高碑店,1232,2000年,四五环之间
易心堂文创园,朝阳,豆各庄,黄厂路1号,7号线,焦化厂,1922,2000年,五六环之间
亚太大厦,朝阳,国贸,雅宝路8号,2号线,建国门,699,2000年,二三环之间
辉盛阁国际公寓,朝阳,国贸,金桐西路12号,10号线,金台夕照,696,2000年,二三环之间
金海商富中心,朝阳,大望路,广渠路21号,7号线,百子湾,261,2000年,四五环之间
京广中心,朝阳,国贸,朝阳门外大街1号,6号线,呼家楼,316,2000年,二三环之间
第三置业,朝阳,国展,北三环东路,10号线,三元桥,475,2000年,三四环之间
华腾北搪商务大厦,朝阳,CBD,南磨房路37号,10号线,劲松,501,2000年,二三环之间
尚都国际中心,朝阳,国贸,东大桥路8号,6号线,东大桥,360,2000年,二三环之间
北京国际中心,朝阳,国贸,东三环北路,6号线,呼家楼,252,2000年,三四环之间
龙宝大厦,朝阳,朝阳公园,麦子店街36号,10号线,亮马桥,547,2000年,三四环之间
郭家场村自建房,朝阳,管庄,双桥东路,八通线,八里桥,1815,2000年,五六环之间
建木小区,朝阳,国贸,广渠门外大街15号,7号线,广渠门外,331,2000年,三四环之间
小黄庄1.2.3.4号楼,朝阳,国展,小黄庄1-4号,5号线,和平里北街,474,2000年,二三环之间
光华路北123号院,朝阳,CBD,光华路北123号,10号线,金台夕照,704,2000年,三四环之间
中纺里34号院,朝阳,工体,中纺里34号,6号线,东大桥,523,2000年,二三环之间
希乐瑞居,朝阳,定福庄,朝阳路,八通线,双桥,661,2000年,五六环之间
楼台村自建房,朝阳,朝阳周边,李天路,机场线,T3航,楼站2620,2000年,五六环之间
横街子村自建房,朝阳,小红门,滨河路,亦庄线,亦庄文化园,2142,2000年,五六环之间
广华新城,朝阳,大望路,广渠路,7号线,百子湾,152,2000年,四五环之间
草场地村自建房,朝阳,大山子,彩虹路,15号线,望京东,1695,2000年,五六环之间
何各庄村自建房,朝阳,孙河,顺白路,15号线,马泉营,831,2000年,五六环之间
塑料三厂职工宿舍,朝阳,朝阳周边,南皋路,15号线,望京东,2784,2000年,五六环之间
北京画院宿舍,朝阳,农业展览馆,朝阳公园南路,14号线(东),朝阳公园,458,2000年,三四环之间
奶东村自建房,朝阳,来广营,顺白路,14号线(东),善各庄,1542,2000年,五六环之间
宏昌竣公寓,朝阳,来广营,来广营东路,14号线(东),善各庄,556,2000年,五六环之间
皮村自建房,朝阳,东坝,徐尹路,14号线(东),善各庄,556,2000年,五六环之间
东辛店中街257号院,朝阳,大山子,东辛店村257号,15号线,望京东,1587,2000年,五六环之间
十里河村自建房,朝阳,十里河,东三环南路,14号线(东),十里河,346,2000年,二三环之间
朝青汇,朝阳,甘露园,兴隆西街2号,八通线,高碑店,861,2000年,四五环之间
外运三间房家属院,朝阳,定福庄,三间房东路,6号线,黄渠,510,2000年,五六环之间
三里屯南42号院,朝阳,三里屯,三里屯南42号,10号线,团结湖,718,2000年,二三环之间
于家围村自建房,朝阳,豆各庄,双桥路,10号线,团结湖,718,2000年,五六环之间
上线6号,朝阳,常营,三间房东路,6号线,常营,1013,2000年,五六环之间
宝兴公寓,朝阳,十八里店,吕营大街,10号线,分钟寺,813,2000年,三四环之间
甜水园北街小区,朝阳,大望路,甜水园街,14号线(东),金台路,399,2000年,三四环之间
小关东里,朝阳,奥林匹克公园,北土城东路,10号线,惠新西街南口,499,2000年,三四环之间
清河牛奶厂宿舍,朝阳,北沙滩,清河东路,8号线,林萃桥,1285,2000年,五六环之间
富兴首府,朝阳,东坝,东坝路,8号线,林萃桥,1285,2000年,三四环之间
安新路6号院,朝阳,太阳宫,太阳宫南街辅路,10号线,太阳宫,291,2000年,三四环之间
轻氧创意社区,朝阳,欢乐谷,大柳树路甲100号,7号线,南楼梓庄,571,2000年,四五环之间
盛腾青创园,朝阳,欢乐谷,王四营路,7号线,双合,1313,2000年,三四环之间
昆泰嘉瑞公寓,朝阳,大山子,望达路,15号线,望京东,280,2000年,四五环之间
焦庄酒店,朝阳,东坝,焦庄甲88号,15号线,望京东,280,2000年,五六环之间
华鼎文创园,朝阳,姚家园,平房村19号,6号线,褡裢坡,2607,2000年,五六环之间
鼓楼外大街17号院,朝阳,和平街,鼓楼外大街17号,8号线,安华桥,322,2000年,二环以内
惠新东街甲15号院,朝阳,国展,惠新东街甲15号,10号线,惠新西街南口,524,2000年,三四环之间
酒仙公寓,朝阳,大山子,酒仙桥路2号,14号线(东),望京南,762,2000年,四五环之间
琨莎中心,朝阳,三元桥,新源里16号,10号线,亮马桥,1006,2000年,二三环之间
鲁班大厦,朝阳,定福庄,定福庄北里1号,6号线,褡裢坡,845,2000年,五六环之间
强强国际酒店,朝阳,十里河,东三环南路102号,10号线,十里河,80,2000年,三四环之间
天坛家具厂宿舍,朝阳,芍药居,育慧东路6号,15号线,关庄,876,2000年,四五环之间
南沙滩联合院,朝阳,奥林匹克公园,军民团结路,15号线,北沙滩,616,2000年,四五环之间
京徽里文化社区,朝阳,姚家园,平房村1号,6号线,青年路,2159,2000年,四五环之间
新北路甲6号院,朝阳,来广营,新北路甲6号,14号线(东),来广营,1689,2000年,五六环之间
398科创园,朝阳,垡头,马房寺路398号,7号线,双合,1370,2000年,四五环之间
双合酒店式公寓,朝阳,垡头,化工路59号,7号线,焦化厂,868,2000年,四五环之间
十里堡北区18号院,朝阳,大望路,十里堡北区18号,6号线,十里堡,706,2000年,四五环之间
黄寺后身36号院,朝阳,安贞,鼓楼外大街,8号线,安华桥,267,2000年,二环以内
石门村路5号院,朝阳,百子湾,石门村路5号,7号线,百子湾,642,2000年,四五环之间
世贸国际中心,朝阳,三里屯,工体北路13号,10号线,团结湖,1062,2000年,二三环之间
维多利亚花园公寓,朝阳,朝阳公园,朝阳公园西路,14号线(东),枣营,634,2000年,三四环之间
北京电影学院文创园平房园区,朝阳,常营,平房路,6号线,褡裢坡,2140,2000年,五六环之间
龙湖长楹天街(西区),朝阳,管庄,朝阳北路,6号线,常营,244,2000年,五六环之间
金龙都商务酒店,朝阳,管庄,朝阳路,八通线,管庄,693,2000年,五六环之间
小黄庄前街7号楼,朝阳,和平街,小黄庄前街7号,5号线,和平西桥,592,2000年,二三环之间
百思特大厦,朝阳,垡头,垡头东路,7号线,双合,621,2000年,四五环之间
上东双子座,朝阳,酒仙桥,东四环北路,14号线(东),将台,1113,2000年,四五环之间
六号大厦,朝阳,高碑店,文化新大街,八通线,高碑店,1590,2000年,四五环之间
北京保罗商务会馆,朝阳,东大桥,关东店北街23号,6号线,东大桥,368,2000年,二三环之间
悦创空间,朝阳,豆各庄,双桥路,7号线,焦化厂,2935,2000年,五六环之间
江南文化创意园,朝阳,小红门,牌坊村路,亦庄线,小红门,1578,2000年,四五环之间
松越大厦,朝阳,高碑店,高碑店村1743号,八通线,高碑店,1431,2000年,三四环之间
武基路商铺,朝阳,垡头,武基路,7号线,双合,1180,2000年,四五环之间
十里河灯饰城,朝阳,十里河,弘燕南一路,10号线,十里河,411,2000年,三四环之间
民乐北里A栋,朝阳,十里河,弘燕南一路,10号线,十里河,414,2000年,三四环之间
铜雀,朝阳,南沙滩,工人体育场北路,2号线,东四十条,1019,2000年,二三环之间
恒大书院,朝阳,北苑,红军营路,5号线,北苑路北,1264,2000年,五六环之间
东山CONDO,朝阳,朝阳周边,东风南路58号,14号线(东),东风北桥,1127,2000年,四五环之间
新农创大厦,朝阳,十里河,家具大道6号,10号线,十里河,471,2000年,三四环之间
团结湖中路南二条,朝阳,团结湖,团结湖中路,14号线(东),金台路,806,2000年,三四环之间
博泰国际,朝阳,来广营,南湖东园122号,15号线,望京,460,2000年,四五环之间
红霞中路10号院,朝阳,朝阳周边,红霞中路10号,14号线(东),东风北桥,450,2000年,四五环之间
红石坊,朝阳,三元桥,十里河村南街,10号线,十里河,403,2000年,三四环之间
中科院华严北里小区,朝阳,健翔桥,民族园西路,10号线,健德门,918,2000年,三四环之间
南顶路325号院,朝阳,十里河,南顶路325号,亦庄线,肖村,1003,2000年,三四环之间
给水小区,朝阳,常营,朝阳北路43号,6号线,褡裢坡,243,2000年,五六环之间
宇达创意中心,朝阳,双桥,久文路6号,6号线,褡裢坡,243,2000年,五六环之间
融华世家(商住楼),朝阳,亚运村小营,小营北路,15号线,大屯路东,420,2000年,四五环之间
亚北国际创意产业园,朝阳,高碑店,文化新大街,八通线,高碑店,1481,2000年,四五环之间
立水桥北8号院,朝阳,北苑,立水桥北8号,5号线,立水桥,255,2000年,五六环之间
万通公寓（百子湾）,朝阳,百子湾,石门中路,7号线,百子湾,501,2000年,四五环之间
大郊亭北街18号院,朝阳,劲松,大郊亭北街18号,7号线,大郊亭,359,2000年,三四环之间
樱花中路,朝阳,安贞,樱花中路3号,13号线,光熙门,534,2000年,三四环之间
瑞平家园,朝阳,来广营,广善路,14号线(东),善各庄,874,2000年,五六环之间
燕保祈东家园二期,朝阳,垡头,化工路,7号线,焦化厂,401,2000年,四五环之间
慧聚公寓,朝阳,CBD,建国路,1号线,大望路,829,2000年,三四环之间
关庄路11号院,朝阳,亚运村小营,关庄路11号,15号线,关庄,85,2000年,四五环之间
方恒天和大厦,朝阳,朝外大街,工体西路甲7号,2号线,朝阳门,799,2000年,二三环之间
中海望京府(别墅),朝阳,来广营,观唐东路,15号线,马泉营,855,2000年,五六环之间
中海望京府,朝阳,来广营,观唐东路,15号线,马泉营,855,2000年,五六环之间
华潮公寓,朝阳,十里河,南四环东路,亦庄线,小红门,1113,2000年,三四环之间
东方华瑞北区,朝阳,管庄,管庄路,6号线,常营,702,2000年,五六环之间
小黄庄路三条9号院,朝阳,和平街,小黄庄路三条9号,5号线,和平西桥,266,2000年,二三环之间
亚北国际东区传媒产业园,朝阳,定福庄,建国路16号,八通线,传媒大学,643,2000年,五六环之间
团结湖路小区,朝阳,团结湖,团结湖路,10号线,呼家楼,597,2000年,三四环之间
京瑞大厦,朝阳,潘家园,东三环南路17号,14号线(东),十里河,383,2000年,二三环之间
双桥街7号院,朝阳,双桥,双桥街7号,八通线,双桥,1508,2000年,五六环之间
鸿博家园(二期D区),朝阳,小红门,小红门路,亦庄线,小红门,430,2000年,四五环之间
大黄庄教师楼,朝阳,定福庄,朝阳路,八通线,传媒大学,913,2000年,五六环之间
朗廷大厦,朝阳,管庄,朝阳路8号,八通线,管庄,242,2000年,五六环之间
鸿博家园(二期F区),朝阳,小红门,红坊路,亦庄线,小红门,508,2000年,四五环之间
北岸1292,朝阳,管庄,建国东路15号,八通线,双桥,467,2000年,五六环之间
和悦园,朝阳,东坝,东坝中街,八通线,双桥,467,2000年,五六环之间
汇园国际公寓,朝阳,亚运村,慧中路,15号线,安立路,1036,2000年,四五环之间
东卫城,朝阳,管庄,朝阳路,八通线,管庄,416,2000年,五六环之间
金都心语,朝阳,百子湾,石门东路,7号线,百子湾,905,2000年,四五环之间
青年工社,朝阳,朝青板块,朝阳北路,6号线,青年路,279,2000年,四五环之间
石门新居,朝阳,百子湾,百子湾南三路35号,7号线,百子湾,180,2000年,四五环之间
柠檬晓生活国际公寓,朝阳,豆各庄,黄厂西路1号,7号线,焦化厂,1163,2000年,五六环之间
北京制药二厂宿舍,朝阳,百子湾,百子湾路,1号线,四惠,841,2000年,四五环之间
懋源璟玺,朝阳,来广营,黄康路,15号线,孙河,1129,2000年,五六环之间
日坛国际贸易中心,朝阳,朝外大街,日坛北路17号,6号线,东大桥,884,2000年,二三环之间
中骏世界城,朝阳,建外大街,金汇路7号,6号线,东大桥,528,2000年,二三环之间
香榭舍,朝阳,松榆里,南新园西路6号,14号线(东),十里河,658,2000年,三四环之间
三里屯北小区,朝阳,三里屯,幸福三村五巷,10号线,农业展览馆,786,1980年,二三环之间
家具大道10号院,朝阳,十里河,家具大道10号,10号线,十里河,804,1980年,三四环之间
立水桥8号院,朝阳,北苑,立水桥路甲8号,13号线,立水桥,287,1980年,五六环之间
北京十八空间文化创意园,朝阳,十里河,东四环南路365号,7号线,欢乐谷景区,1865,1980年,三四环之间
平房国际综合商务会馆C座,朝阳,朝青板块,朝体东侧路甲518号,6号线,青年路,2824,1980年,四五环之间
芍药居南区,朝阳,芍药居,京承高速,13号线,芍药居,424,1980年,三四环之间
永利国际(商住楼),朝阳,三里屯,工人体育场体北路,2号线,东四十条,906,1980年,二三环之间
垡头翠成馨园(B区201-210号),朝阳,垡头,垡头路,7号线,欢乐谷景区,1106,1980年,四五环之间
垡头翠成馨园(E区),朝阳,垡头,武基街,7号线,欢乐谷景区,1237,1980年,四五环之间
垡头翠成馨园(C区101-110号),朝阳,垡头,垡头路,7号线,双合,1218,1980年,四五环之间
大地文苑,朝阳,双桥,广渠路,八通线,传媒大学,1238,1980年,五六环之间
定福庄园艺场,朝阳,常营,定福庄路,6号线,褡裢坡,1239,1980年,五六环之间
华泰新世纪广场,朝阳,十里河,弘燕南一路,10号线,十里河,466,1980年,三四环之间
创E加社区,朝阳,酒仙桥,酒仙桥南路5号,14号线(东),将台,1004,1980年,四五环之间
雅宝大厦,朝阳,朝外大街,雅宝路6号,2号线,建国门,737,1980年,二三环之间
南沙滩平安小区,朝阳,南沙滩,军民团结路,15号线,北沙滩,539,1980年,三四环之间
