community_name,region_name,town_name,detail_address,subway_name,subway_station,subway_distance,completion_date_year,location_with_center
复地首府(别墅),朝阳,大望路,西大望路甲20号,7号线,九龙山,259,1980年,三四环之间
京润水上花园,朝阳,三元桥,霄云路18号,机场线,三元桥,1142,1980年,三四环之间
林达大厦,朝阳,柳芳,东土城路8号,13号线,柳芳,225,1980年,二三环之间
团结湖北口,朝阳,团结湖,东三环北路,10号线,团结湖,94,1980年,三四环之间
华业国际公寓,朝阳,CBD,延静里中街25号,6号线,金台路,874,1980年,三四环之间
复星国际中心,朝阳,东大桥,朝阳北路237号,6号线,东大桥,358,1980年,二三环之间
东晓景村206号,朝阳,东坝,东晓景村206号,6号线,常营,2144,1980年,五六环之间
东星时尚广场,朝阳,双桥,双桥路3号,八通线,双桥,216,1980年,五六环之间
服仓文创园,朝阳,双桥,金卫路9号,八通线,传媒大学,1198,1980年,五六环之间
酒仙桥东路18号院,朝阳,酒仙桥,酒仙桥东路18号,14号线(东),将台,987,1980年,三四环之间
岗山路42号办公楼,朝阳,首都机场,岗山路42号,机场线,T3航,楼站1158,1980年,五六环之间
吉里国际艺术区,朝阳,双桥,金家村中街6号,八通线,传媒大学,1291,1980年,五六环之间
中国非物质文化产业基地,朝阳,双桥,民族文化街1725号,八通线,高碑店,1549,1980年,五六环之间
603文化创意园,朝阳,垡头,化工路甲5号,7号线,双合,452,1980年,四五环之间
叶青大厦,朝阳,来广营,望京北路9号,14号线(东),东湖渠,298,1980年,四五环之间
尚8里文创园,朝阳,八里庄,陈家林甲2号,1号线,四惠东,672,1980年,四五环之间
北京服仓国际文化创意产业园,朝阳,双桥,金卫路,八通线,传媒大学,1314,1980年,五六环之间
供热厂,朝阳,双井,劲松南路15号,10号线,劲松,756,1980年,二三环之间
电机总厂,朝阳,酒仙桥,酒仙桥北路7号,14号线(东),望京南,1626,1980年,四五环之间
尚帝佳创业园,朝阳,高碑店,广渠路1347号,八通线,四惠东,1703,1980年,四五环之间
亚丁空间,朝阳,管庄,建国路,八通线,管庄,80,1980年,五六环之间
瑞悦府(别墅),朝阳,来广营,黄康路,15号线,孙河,873,1980年,五六环之间
LOFTEL,朝阳,望京,湖光中街1号,15号线,望京,231,1980年,四五环之间
和锦薇棠,朝阳,常营,朝阳北路,6号线,黄渠,249,1980年,五六环之间
西直河中小企业产业园,朝阳,垡头,王村路34号,7号线,焦化厂,1054,1980年,三四环之间
印象里文创园,朝阳,高碑店,文化新大街1737号,八通线,高碑店,1468,1980年,三四环之间
佰汇广场,朝阳,十里河,十里河家具大道,10号线,十里河,672,1980年,三四环之间
民和兴市场,朝阳,十里河,弘燕南一路,14号线(东),十里河,469,1980年,二三环之间
博泰嘉华大厦,朝阳,望京,利泽东园308号,14号线(东),东湖渠,1034,1980年,三四环之间
水岸庄园1009号楼,朝阳,北苑,水岸庄园1009号,13号线,北苑,1131,1980年,四五环之间
五洲家园,朝阳,朝青板块,容惠路6号,6号线,青年路,1537,1980年,三四环之间
双桥东路甲6号院,朝阳,双桥,双桥东路甲6号,八通线,管庄,915,1980年,四五环之间
马房寺路398号楼,朝阳,垡头,马房寺路398号,7号线,双合,1389,1980年,四五环之间
富华弘燕大厦,朝阳,十里河,弘燕南一路,10号线,十里河,472,1980年,三四环之间
药居北里304号楼,朝阳,芍药居,药居北里304号,13号线,芍药居,868,1980年,三四环之间
瑞祥里小区13号楼,朝阳,管庄,瑞祥里小区13号,八通线,八里桥,742,1980年,五六环之间
中国书画创作基地,朝阳,东坝,东晓景村206号,6号线,常营,2103,1980年,五六环之间
礼安门,朝阳,高碑店,高碑店村二区22号,八通线,四惠东,409,1980年,四五环之间
元大都7号,朝阳,健翔桥,北辰西路7号,10号线,健德门,473,1980年,三四环之间
普乐门公寓798店,朝阳,酒仙桥,酒仙桥北路甲7号,14号线(东),望京南,1544,1980年,四五环之间
将府锦苑,朝阳,将台路,将台村路,14号线(东),望京南,1544,1980年,五六环之间
天瑞宸章,朝阳,来广营,顺黄路,15号线,孙河,1120,1980年,五六环之间
杨闸新村,朝阳,管庄,朝阳路,八通线,管庄,849,1980年,五六环之间
海泰小区,朝阳,百子湾,广渠路,7号线,化工,1366,1980年,四五环之间
观筑庭园(商住楼),朝阳,十里河,吕营大街,亦庄线,小红门,1459,1980年,三四环之间
观筑庭园(别墅),朝阳,十里河,吕营大街,亦庄线,小红门,1459,1980年,三四环之间
万杰医院家属楼,朝阳,朝青板块,青年路北小区10号,6号线,青年路,1513,1980年,四五环之间
红璞双合青年社区,朝阳,垡头,东五环路,7号线,双合,41,1980年,四五环之间
豪威家园,朝阳,和平街,和平西苑20号,5号线,和平西桥,427,1980年,二三环之间
煤炭信息研究院家属楼,朝阳,芍药居,文学馆路,13号线,芍药居,513,1980年,三四环之间
芍药居17-19号楼,朝阳,芍药居,文学馆路,10号线,芍药居,845,1980年,三四环之间
惠新西街小区,朝阳,惠新西街,惠新西街,5号线,惠新西街北口,67,1980年,三四环之间
香江花园,朝阳,来广营,香江北路1号,15号线,马泉营,1381,1980年,五六环之间
时间国际中心(商住楼),朝阳,太阳宫,曙光西里甲6号,机场线,三元桥,647,1980年,三四环之间
东风苑小区(北区),朝阳,朝阳周边,辛庄二街3号,6号线,十里堡,1877,1980年,四五环之间
东风苑小区(南区),朝阳,朝阳周边,辛庄二街10号,6号线,十里堡,1687,1980年,四五环之间
瑞悦府,朝阳,来广营,黄康路,15号线,孙河,873,1980年,五六环之间
天海办公楼,朝阳,十八里店,大羊坊路,10号线,十里河,765,1980年,三四环之间
双桥路12号院,朝阳,双桥,双桥路12号,八通线,双桥,1663,1980年,五六环之间
泰禾北京院子(二期),朝阳,来广营,顺黄路47号,15号线,孙河,1429,1980年,五六环之间
垡头翠城雅园社区(垡头翠成馨园B区221-239号),朝阳,垡头,垡头路,7号线,欢乐谷景区,1287,1980年,四五环之间
垡头翠城盛园社区(垡头翠成馨园C区112-144号),朝阳,垡头,垡头路,7号线,双合,1217,1980年,四五环之间
吕营嘉园C区,朝阳,十里河,吕家营村79号,10号线,分钟寺,1578,1980年,三四环之间
禧瑞春秋,朝阳,来广营,孙河组团八号路,15号线,孙河,745,1980年,五六环之间
禧瑞春秋(别墅),朝阳,来广营,孙河组团八号路,15号线,孙河,745,1980年,五六环之间
南楼梓庄,朝阳,百子湾,大柳树路,7号线,南楼梓庄,868,1980年,四五环之间
熙悦安郡,朝阳,十里河,东铁营横一条,亦庄线,肖村,723,2019年,三四环之间
蘑菇青年社区,朝阳,百子湾,官庄路,7号线,化工,204,2019年,四五环之间
朝青知筑,朝阳,常营,朝阳北路,6号线,褡裢坡,560,2018年,五六环之间
尊悦光华,朝阳,建外大街,光华东里甲1号,1号线,国贸,601,2018年,二三环之间
财满街财经中心(商住楼),朝阳,朝青板块,朝阳路69号,八通线,高碑店,928,2018年,四五环之间
中国国际科技会展中心,朝阳,安贞,裕民路12号,10号线,健德门,395,2018年,三四环之间
西坝河北里202号院,朝阳,太阳宫,西坝河北里202号,10号线,太阳宫,568,2018年,三四环之间
外馆西街小区,朝阳,安贞,外馆西街3号,8号线,安华桥,614,1980年,二三环之间
国际创展中心,朝阳,朝青板块,"朝阳路,近青年路",6号线,青年路,683,1980年,四五环之间
财满街财经中心,朝阳,朝青板块,朝阳路69号,八通线,高碑店,928,2002年,四五环之间
旺座中心(商住楼),朝阳,建外大街,景华南街1号,10号线,金台夕照,357,2002年,二三环之间
新村医药物流港,朝阳,高碑店,新村医药物流港1525号,八通线,四惠东,1047,2002年,四五环之间
远洋商务,朝阳,八里庄,八里庄西里61号,八通线,四惠,537,2002年,四五环之间
金泉时代,朝阳,亚运村,大屯里317号,5号线,大屯路东,252,2009年,四五环之间
北苑路38号院,朝阳,北苑,北苑路38号,5号线,北苑路北,512,2009年,五六环之间
和光尘樾,朝阳,东坝,东坝中街,5号线,北苑路北,512,2009年,五六环之间
和光尘樾(别墅),朝阳,东坝,东坝中街,5号线,北苑路北,512,2009年,五六环之间
武警红军营小区,朝阳,北苑,红军营南路,13号线,北苑,1205,2004年,五六环之间
超级蜂巢,朝阳,高碑店,北花园村1号,八通线,传媒大学,1270,2004年,五六环之间
太阳公元(南区),朝阳,太阳宫,太阳宫二街1号,10号线,芍药居,398,2004年,三四环之间
服仓文创园,朝阳,高碑店,金卫路,八通线,传媒大学,1267,2004年,五六环之间
柒号大厦,朝阳,高碑店,文化新大街1739号,八通线,高碑店,1507,2004年,四五环之间
大地时尚文化创意园,朝阳,高碑店,金家村中街9号,八通线,传媒大学,1197,2004年,五六环之间
金茂府东区(商住楼),朝阳,大望路,广渠路23号,7号线,大郊亭,113,2004年,三四环之间
博雅国际中心,朝阳,望京,利泽中一路1号,14号线(东),东湖渠,381,2006年,四五环之间
新源南路小区(7-15号(单号)),朝阳,三里屯,新源南路7-15号,10号线,亮马桥,727,1985年,二三环之间
美立方,朝阳,北苑,双营路11号,5号线,立水桥南,457,1985年,五六环之间
金蝉西路甲1号产业园,朝阳,百子湾,金蝉西路甲1号,7号线,南楼梓庄,297,1985年,四五环之间
安外北苑2号院,朝阳,北苑,北苑路2号,5号线,北苑路北,511,1985年,五六环之间
北京中佰公寓(传媒大学店),朝阳,定福庄,朝阳路,八通线,传媒大学,821,1985年,五六环之间
通盛园区,朝阳,百子湾,王四营北路168号,八通线,传媒大学,2771,1985年,四五环之间
乐栋300,朝阳,双桥,北花园街甲1号,八通线,传媒大学,1041,1985年,五六环之间
华仑大厦,朝阳,芍药居,北四环东路69号,13号线,望京西,1175,1999年,四五环之间
世茂国际中心,朝阳,三里屯,工人体育场北路13号,10号线,团结湖,1069,1999年,二三环之间
上东8号(商住楼),朝阳,酒仙桥,芳园南里9号,14号线(东),将台,410,1999年,四五环之间
三间房南里7号院,朝阳,定福庄,建国路,八通线,双桥,895,1976年,五六环之间
福盈家园4号院,朝阳,定福庄,三间房西路4号,6号线,褡裢坡,606,1976年,五六环之间
高碑店集贸市场宿舍,朝阳,高碑店,高碑店村1338号,八通线,高碑店,993,1976年,四五环之间
静安里45号商业,朝阳,柳芳,静安里45号,10号线,三元桥,1022,1976年,二三环之间
朝外MEN,朝阳,朝外大街,朝阳门外大街26号,2号线,朝阳门,690,2005年,二三环之间
霞光里35号院,朝阳,三元桥,霄云路,10号线,三元桥,593,1983年,三四环之间
百子湾路小区,朝阳,百子湾,百子湾路,1号线,四惠,858,1976年,四五环之间
西坝河北里201号院,朝阳,太阳宫,西坝河北里201号,13号线,光熙门,744,1980年,三四环之间
芍药居北区,朝阳,芍药居,文学院路,10号线,芍药居,642,1980年,三四环之间
华严北里1号院,朝阳,健翔桥,北辰西路,10号线,健德门,660,1993年,三四环之间
佰汇古玩珠宝城A座商业,朝阳,十里河,吕营大街,10号线,十里河,711,1993年,三四环之间
住邦2000(商住楼),朝阳,慈云寺,朝阳路,八通线,四惠,672,2003年,四五环之间
祁家豁子社区,朝阳,健翔桥,祁家豁子街,10号线,健德门,524,1959年,三四环之间
民航医院宿舍,朝阳,高碑店,朝外高井甲1号,八通线,高碑店,570,1978年,四五环之间
三里屯北小街小区,朝阳,三里屯,三里屯北小街,10号线,农业展览馆,909,1980年,二三环之间
汽修一厂宿舍,朝阳,奥林匹克公园,花虎沟2号,15号线,北沙滩,1175,1980年,四五环之间
双桥中路10号北院,朝阳,双桥,双桥中路,八通线,管庄,2021,1981年,五六环之间
书香亭,朝阳,松榆里,南新园中路115号,10号线,潘家园,745,2002年,三四环之间
团结湖北二条,朝阳,团结湖,团结湖北路,10号线,团结湖,383,1979年,三四环之间
双桥中路10号南院,朝阳,双桥,双桥中路,八通线,管庄,2230,1999年,五六环之间
团结湖南里,朝阳,团结湖,朝阳北路,10号线,呼家楼,119,1977年,三四环之间
八里庄东里北巷,朝阳,八里庄,八里庄路,6号线,十里堡,494,1980年,四五环之间
八里庄东里,朝阳,十里堡,朝阳路,6号线,十里堡,653,1999年,四五环之间
CBD玲珑墅,朝阳,豆各庄,大鲁店北路,7号线,焦化厂,2721,1999年,五六环之间
东八里庄新区,朝阳,石佛营,八里庄北里104号,6号线,十里堡,706,1999年,四五环之间
观巢,朝阳,亚运村,慧忠里122号,15号线,安立路,370,2011年,四五环之间
芳草地西街小区,朝阳,东大桥,芳草地西街,6号线,东大桥,531,1957年,二三环之间
恒大名都,朝阳,北苑,北苑中街,5号线,北苑路北,1224,2017年,五六环之间
国贸DNA,朝阳,CBD,东四环中路,八通线,四惠,755,2017年,三四环之间
东环18公寓,朝阳,双井,东三环中路18号,10号线,双井,362,2002年,三四环之间
傲城融富中心,朝阳,北苑,红军营南路,5号线,北苑路北,369,2005年,五六环之间
安贞里(四区),朝阳,安贞,安贞路,10号线,安贞门,647,1980年,三四环之间
摩码大厦,朝阳,团结湖,朝阳北路199号,14号线(东),金台路,463,2003年,三四环之间
丽都东方国际公寓,朝阳,酒仙桥,芳园西路7号,14号线(东),将台,771,1999年,四五环之间
丽港美度,朝阳,望京,南湖中园二条,15号线,望京西,1067,2006年,四五环之间
亮马桥路59号院,朝阳,三元桥,亮马桥路,14号线(东),东风北桥,950,2006年,三四环之间
英特公寓,朝阳,柳芳,北三环东路28号,13号线,光熙门,581,2002年,二三环之间
樱花东街小区,朝阳,惠新西街,樱花园东街,13号线,光熙门,641,1987年,三四环之间
华阳公寓,朝阳,潘家园,华威路,10号线,潘家园,204,1998年,二三环之间
健翔国际公寓,朝阳,健翔桥,祁家豁子街8号,10号线,健德门,416,2007年,三四环之间
劲松南路小区,朝阳,劲松,劲松南路,10号线,劲松,301,1990年,二三环之间
丽都10号,朝阳,酒仙桥,将台西路10号,14号线(东),将台,917,2014年,四五环之间
林达海渔广场,朝阳,松榆里,东四环南路53号,7号线,欢乐谷景区,1245,2014年,三四环之间
万庭公寓,朝阳,垡头,武基路75号,7号线,双合,1943,2014年,四五环之间
三里屯南路小区,朝阳,三里屯,三里屯南路14号,10号线,团结湖,731,1987年,二三环之间
常楹大厦,朝阳,管庄,朝阳北路,6号线,常营,441,1987年,五六环之间
霄云里8号,朝阳,三元桥,霄云路8号,机场线,三元桥,669,1987年,三四环之间
双柳巷小区,朝阳,双桥,双桥路,八通线,双桥,439,1998年,五六环之间
保利嘉园1号院,朝阳,常营,常营中路1号,6号线,草房,947,2010年,五六环之间
和平西街小区,朝阳,和平街,和平西街,5号线,和平西桥,61,1986年,二三环之间
姚家园东里七号院,朝阳,姚家园,姚家园东里7号,6号线,青年路,2540,2000年,四五环之间
延静里中街3号院,朝阳,CBD,延静里中街3号,6号线,金台路,928,1981年,三四环之间
馨岛苑,朝阳,管庄,朝阳路,八通线,管庄,573,2008年,五六环之间
新源西里社区,朝阳,三里屯,新源西里中街,13号线,东直门,1162,1990年,二三环之间
旭辉奥都,朝阳,北苑,锦芳路1号,5号线,立水桥南,335,2008年,五六环之间
华贸铂金墅,朝阳,北苑,水岸南街8号,13号线,北苑,754,2012年,五六环之间
朝阳门南大街小区,朝阳,建外大街,朝阳门南大街甲12号,6号线,朝阳门,730,1982年,二三环之间
金泰丽富嘉园(30号院),朝阳,东坝,东坝中路30号,6号线,朝阳门,730,1982年,五六环之间
函数公寓(惠河北街),朝阳,定福庄,通惠河北街9号,八通线,传媒大学,221,1982年,五六环之间
中国铁建广场,朝阳,来广营,北苑东路19号,13号线,北苑,418,1982年,五六环之间
世奥国际中心,朝阳,芍药居,北四环东路,5号线,惠新西街北口,1244,1982年,三四环之间
国际城乐想汇,朝阳,来广营,清河营东路,13号线,北苑,865,1982年,五六环之间
青荷里晨风园,朝阳,豆各庄,天达路,7号线,焦化厂,2357,2016年,五六环之间
红北机一委小区,朝阳,CBD,金台路,6号线,金台路,350,2016年,三四环之间
南湖中园一区(西区),朝阳,望京,南湖北路,15号线,望京,929,2000年,四五环之间
朝丰家园(4号院),朝阳,豆各庄,天达路,7号线,焦化厂,2496,2000年,五六环之间
朝丰家园(15号院),朝阳,豆各庄,天达路,7号线,焦化厂,2238,2000年,五六环之间
恒大御景湾(东区),朝阳,豆各庄,黄厂路,7号线,焦化厂,1409,2000年,五六环之间
朝丰家园(6号院),朝阳,豆各庄,天达路6号,7号线,焦化厂,2394,2000年,五六环之间
柏阳景园C区,朝阳,豆各庄,白鹿司路,7号线,焦化厂,2164,2000年,五六环之间
双桥五号井小区,朝阳,双桥,双桥南街,八通线,管庄,2415,1976年,五六环之间
小黄庄前街2号院,朝阳,和平街,小黄庄前街2号,5号线,和平西桥,521,1993年,二三环之间
合美国际大厦,朝阳,双桥,通惠河南路,八通线,双桥,481,1993年,五六环之间
景粼原著(别墅),朝阳,孙河,"顺黄路,近京沈线",15号线,孙河,1311,30.00,五六环之间
小悦中心,朝阳,朝青板块,青年路12号,6号线,青年路,1355,30.00,四五环之间
花家地西里三区,朝阳,花家地,望京西路,15号线,望京西,950,1980年,四五环之间
花家地西里(二区),朝阳,花家地,望京西路,14号线(东),阜通,974,1996年,四五环之间
住欣家园(西区),朝阳,管庄,"朝阳北路,近常新路",6号线,草房,561,1994年,五六环之间
住四小区,朝阳,CBD,西大望路北3号,14号线(东),大望路,746,1994年,三四环之间
中路南一二条小区,朝阳,团结湖,团结湖南路,10号线,呼家楼,680,1980年,三四环之间
六北联建小区,朝阳,团结湖,甜水园街,14号线(东),朝阳公园,241,2002年,三四环之间
瑞祥里西区,朝阳,管庄,"瑞祥路,近朝阳路",八通线,八里桥,784,2002年,五六环之间
八里庄北里1号院,朝阳,石佛营,八里庄北里1号,6号线,十里堡,159,1983年,四五环之间
柏林爱乐(四期),朝阳,管庄,朝阳北路,6号线,黄渠,607,2008年,五六环之间
柏林爱乐(三期),朝阳,管庄,朝阳北路,6号线,黄渠,891,2007年,五六环之间
柏林爱乐(二期),朝阳,管庄,管庄路,6号线,黄渠,651,2004年,五六环之间
海棠公社(4号院),朝阳,豆各庄,白鹿司路4号,7号线,焦化厂,2282,35.00,五六环之间
北三里社区,朝阳,三里屯,新东路,10号线,团结湖,873,35.00,二三环之间
尚科办公社区,朝阳,酒仙桥,酒仙桥东路,14号线(东),将台,960,35.00,四五环之间
华严北里9号院,朝阳,健翔桥,民族园西路,10号线,健德门,707,1983年,三四环之间
华严北里4号院,朝阳,健翔桥,民族园西路,10号线,健德门,776,1982年,三四环之间
蝶泉花园,朝阳,常营,东苇路126号,6号线,常营,912,2011年,五六环之间
东景苑,朝阳,松榆里,"南新园中路113,114号",10号线,潘家园,802,2001年,三四环之间
豪成大厦,朝阳,柳芳,左家庄中街6号,13号线,柳芳,832,2008年,二三环之间
高斓大厦,朝阳,朝阳公园,亮马桥路32号,14号线(东),枣营,984,1996年,三四环之间
扬州水乡,朝阳,豆各庄,郎辛庄北路58号,7号线,焦化厂,2792,2001年,五六环之间
A+麒寓,朝阳,双桥,双桥东路甲6号,八通线,管庄,928,2001年,五六环之间
首创爱这城(三期),朝阳,八里庄,十里堡乙2号,6号线,十里堡,1007,2008年,四五环之间
方恒国际,朝阳,望京,阜通东大街6号,14号线(东),望京南,608,2008年,四五环之间
复地国际公寓,朝阳,东大桥,朝阳北路235号,6号线,东大桥,412,2008年,二三环之间
骏豪中央公园广场,朝阳,团结湖,朝阳公园南路10号,14号线(东),朝阳公园,166,2016年,三四环之间
中安盛业,朝阳,亚运村小营,北苑路168号,15号线,大屯路东,759,2004年,四五环之间
欧陆大厦,朝阳,亚运村小营,北苑路172号,5号线,惠新西街北口,829,2000年,四五环之间
望京路3号院,朝阳,望京,望京路3号,14号线(东),阜通,163,1985年,四五环之间
幸福家园北区,朝阳,朝阳周边,皮村北街15号,14号线(东),阜通,163,1985年,五六环之间
首都儿科研究所家属楼,朝阳,建外大街,雅宝路2号,2号线,建国门,722,1985年,二三环之间
新源西里东街小区,朝阳,三里屯,新源西里东街,10号线,亮马桥,1162,1981年,二三环之间
小关北里24号院,朝阳,小关,小关北里24号院,5号线,惠新西街南口,422,1987年,三四环之间
小关北里45号院,朝阳,芍药居,小关北里45号,5号线,惠新西街北口,752,2000年,三四环之间
鸿博家园(一期B区),朝阳,小红门,鸿博西路,亦庄线,小红门,1186,2004年,四五环之间
幸福家园南区,朝阳,朝阳周边,皮村北街16号,亦庄线,小红门,1186,2004年,五六环之间
鸿博家园(一期A区),朝阳,小红门,小红门东路,亦庄线,小红门,880,2004年,四五环之间
鸿博家园六区,朝阳,小红门,鸿博西路,亦庄线,小红门,1428,2008年,四五环之间
鸿博家园(二期C区),朝阳,小红门,小红门五号路,亦庄线,小红门,558,2011年,四五环之间
鸿博家园(二期B区),朝阳,小红门,小红门东路,亦庄线,小红门,523,2011年,四五环之间
鸿博家园(二期A区),朝阳,小红门,红坊路,亦庄线,小红门,522,2011年,四五环之间
华严北里二区(1号院),朝阳,健翔桥,民族园西路1号,10号线,健德门,673,1992年,三四环之间
芳草地西街23号院,朝阳,朝外大街,芳草地西街23号,6号线,东大桥,582,1992年,二三环之间
格纳斯大厦,朝阳,三里屯,新源里西19号,10号线,亮马桥,1095,1992年,二三环之间
团结湖一二条南小区,朝阳,团结湖,团结湖北路,10号线,团结湖,425,1985年,三四环之间
万方家园,朝阳,管庄,朝阳路,6号线,黄渠,768,2006年,五六环之间
万达广场公寓(朝阳),朝阳,CBD,建国路93号,14号线(东),大望路,441,2005年,三四环之间
Master领寓,朝阳,柳芳,左家庄北里58号,13号线,柳芳,816,2008年,二三环之间
团结湖中路南一二条,朝阳,团结湖,团结湖南路,10号线,呼家楼,700,2008年,三四环之间
望京路4号院,朝阳,花家地,望京路4号,14号线(东),望京南,605,1999年,四五环之间
大羊坊8号院,朝阳,北苑,锦芳北街,5号线,立水桥南,382,1984年,五六环之间
北三环东路11号院,朝阳,芍药居,北三环东路11号,13号线,光熙门,246,1979年,三四环之间
东洲家园,朝阳,来广营,来广营北路,13号线,北苑,2306,1979年,五六环之间
单店西村,朝阳,东坝,东坝南二街,13号线,北苑,2306,1981年,五六环之间
管庄北一里小区,朝阳,管庄,管庄路,6号线,常营,961,1954年,五六环之间
盘古大观,朝阳,南沙滩,"北辰西路,近北四环中路",8号线,奥体中心,794,2007年,四五环之间
中骏世界城(商住楼),朝阳,东大桥,金汇路6号,6号线,东大桥,567,2007年,二三环之间
康城暖山,朝阳,双桥,双桥东路63号,八通线,八里桥,2768,2009年,五六环之间
亚运豪庭,朝阳,亚运村小营,小营路9号,5号线,惠新西街北口,861,2000年,四五环之间
水碓子小区,朝阳,团结湖,朝阳北路,14号线(东),金台路,683,2002年,三四环之间
北苑6号院,朝阳,北苑,秋实街,5号线,立水桥南,719,1996年,五六环之间
望京西园四区,朝阳,望京,阜通西大街,14号线(东),望京,254,1997年,四五环之间
金台北街小区,朝阳,CBD,金台北街1-5号,6号线,金台路,358,1991年,三四环之间
垡头三区北苑小区(垡头西里二区),朝阳,垡头,垡头街,7号线,欢乐谷景区,822,1980年,四五环之间
垡头一区北苑小区(垡头西里一区),朝阳,垡头,垡头街,7号线,欢乐谷景区,1020,1980年,四五环之间
奥林匹克花园(二期),朝阳,东坝,单店中路,7号线,欢乐谷景区,1020,2004年,五六环之间
