community_name,region_name,town_name,detail_address,subway_name,subway_station,subway_distance,completion_date_year,location_with_center
奥林匹克花园(三期),朝阳,东坝,东坝中路,7号线,欢乐谷景区,1020,2005年,五六环之间
垡头三区南苑小区(垡头西里三区),朝阳,垡头,垡头街,7号线,欢乐谷景区,878,1983年,四五环之间
东坝家园B区,朝阳,东坝,东坝中路,7号线,欢乐谷景区,878,2004年,五六环之间
红松园北里,朝阳,东坝,东坝中街,7号线,欢乐谷景区,878,1997年,五六环之间
红松园北里2号院,朝阳,东坝,"东坝中街,近驹子房路",7号线,欢乐谷景区,878,1976年,五六环之间
奥林匹克花园(四期),朝阳,东坝,"东坝南三街,近单店中路",7号线,欢乐谷景区,878,2009年,五六环之间
大山子北里,朝阳,大山子,酒仙侨路,14号线(东),望京南,475,1957年,四五环之间
观音景园(西区),朝阳,百子湾,石板房南街,7号线,化工,1407,1957年,四五环之间
广百西路18号院,朝阳,百子湾,广百西路,7号线,化工,861,1957年,四五环之间
广渠路50号院,朝阳,朝阳周边,广渠路50号,10号线,双井,125,1980年,三四环之间
农光里中社,朝阳,南磨房,"农光路,近武圣路",10号线,劲松,600,1996年,三四环之间
泓鑫家园,朝阳,东坝,东坝中路40号,10号线,劲松,600,1996年,五六环之间
红松园1号院,朝阳,东坝,东坝南二街,10号线,劲松,600,1986年,五六环之间
华瀚福园(D区),朝阳,东坝,东坝南二街,10号线,劲松,600,1986年,五六环之间
金驹家园一区(金驹家园D区),朝阳,东坝,东坝南二街,10号线,劲松,600,1986年,五六环之间
金隅景和园(朝新嘉园东里七区),朝阳,东坝,驹子房路,10号线,劲松,600,1986年,五六环之间
天福园,朝阳,建外大街,神路街,6号线,东大桥,633,2005年,二三环之间
潘家园小区,朝阳,潘家园,潘家园路,10号线,潘家园,1218,1987年,二三环之间
北花园小区(1号院),朝阳,高碑店,北花园中路,八通线,传媒大学,641,2013年,五六环之间
定福庄北里2号院,朝阳,定福庄,朝阳路,6号线,褡裢坡,730,1985年,五六环之间
小黄庄路四条,朝阳,和平街,小黄庄路,5号线,和平西桥,411,1974年,二三环之间
小黄庄前街8号院,朝阳,和平街,小黄庄甲8号,5号线,和平西桥,504,1996年,二三环之间
小黄庄前街3号院,朝阳,和平街,小黄庄前街3号,5号线,和平西桥,477,1986年,二三环之间
兆维小区,朝阳,酒仙桥,驼房营南路,14号线(东),东风北桥,1512,2000年,四五环之间
小黄庄前街13号院,朝阳,和平街,小黄庄前街13号,5号线,和平西桥,620,1982年,二三环之间
安华西里(三区),朝阳,安贞,安华路,8号线,安华桥,606,1992年,二三环之间
安华西里(二区),朝阳,安贞,外馆斜街,8号线,安华桥,513,1979年,二三环之间
安贞里(一区),朝阳,安贞,健安东路,10号线,安贞门,282,1979年,三四环之间
安贞里(三区),朝阳,安贞,安贞路,10号线,安贞门,839,1979年,三四环之间
嘉多丽园(北区),朝阳,和平街,"华威南路,近弘善东路",14号线(东),十里河,387,2002年,二三环之间
慧忠北里第三社区,朝阳,奥林匹克公园,安立路,15号线,安立路,59,1997年,四五环之间
慧忠北里第四社区,朝阳,亚运村,北辰东路,15号线,安立路,627,2000年,四五环之间
逸翠园(北区别墅),朝阳,朝青板块,姚家园东里2号,6号线,青年路,2485,2005年,四五环之间
逸翠园(北区),朝阳,朝青板块,姚家园东里3号,6号线,青年路,2611,2005年,四五环之间
姚家园西里五号院,朝阳,姚家园,姚家园西里5号,6号线,青年路,2542,2007年,四五环之间
姚家园西里二号院,朝阳,姚家园,姚家园西里2号,14号线(东),东风北桥,2517,2007年,四五环之间
姚家园西里三号院,朝阳,姚家园,姚家园西里3号,6号线,青年路,2582,2007年,四五环之间
垡头翠成馨园(D区),朝阳,垡头,武基街,7号线,双合,1723,2007年,四五环之间
珠江罗马嘉园(东区),朝阳,朝青板块,朝阳北路,6号线,青年路,253,2006年,四五环之间
垡头翠成馨园(B区212-218号),朝阳,垡头,垡头路,7号线,欢乐谷景区,1003,2006年,四五环之间
东润枫景(南区),朝阳,酒仙桥,南十里居28号,14号线(东),东风北桥,942,2000年,四五环之间
澳林春天(三期),朝阳,奥林匹克公园,林萃西里一号路,8号线,林萃桥,1048,2002年,四五环之间
北花园小区(2号院),朝阳,高碑店,北花园中路,八通线,传媒大学,435,2013年,五六环之间
北花园小区(3号院),朝阳,高碑店,北花园中路,八通线,传媒大学,776,2013年,五六环之间
北花园小区(6号院),朝阳,高碑店,北花园中路,八通线,传媒大学,629,2013年,五六环之间
姚家园西里七号院,朝阳,姚家园,姚家园西里7号,6号线,青年路,2531,2013年,四五环之间
姚家园东里八号院,朝阳,姚家园,姚家园东里8号,6号线,青年路,2832,2010年,四五环之间
建外三道街小区,朝阳,建外大街,建国门外三道街1号,2号线,建国门,632,1994年,二三环之间
澳林春天(二期),朝阳,奥林匹克公园,林萃西里一号路,8号线,林萃桥,955,2000年,四五环之间
裕民路4号院,朝阳,安贞,裕民路4号,10号线,健德门,535,1979年,三四环之间
远洋新悦(5号院),朝阳,双桥,小寺村南街5号,八通线,八里桥,1356,2012年,五六环之间
康惠园五号院,朝阳,双桥,双桥路,八通线,双桥,726,2000年,五六环之间
太平庄10号院,朝阳,三里屯,春秀路,机场线,东直门,931,2000年,二三环之间
康惠园二号院,朝阳,双桥,双桥路,八通线,双桥,674,2000年,五六环之间
康惠园三号院,朝阳,双桥,双桥路,八通线,双桥,542,2000年,五六环之间
燕保祈东家园,朝阳,垡头,化工路,7号线,焦化厂,458,2018年,四五环之间
朝阳嘉园(京棉新城三期),朝阳,八里庄,朝阳路,6号线,十里堡,700,2005年,四五环之间
高家园社区(二区),朝阳,酒仙桥,芳园西路,14号线(东),望京南,730,1985年,四五环之间
高家园社区(四区),朝阳,酒仙桥,机场高速,14号线(东),望京南,485,1985年,四五环之间
高家园社区(三区),朝阳,酒仙桥,机场高速,14号线(东),望京南,596,1985年,四五环之间
高家园社区(五区),朝阳,酒仙桥,万红西街,14号线(东),望京南,718,1984年,四五环之间
呼家楼北街小区,朝阳,呼家楼,呼家楼北街,10号线,呼家楼,318,1985年,三四环之间
东湖湾(东区),朝阳,望京,利泽西街6号,14号线(东),东湖渠,455,2008年,四五环之间
团结湖北五条小区,朝阳,团结湖,团结湖北五条,14号线(东),朝阳公园,569,1979年,三四环之间
石佛营东里105号院,朝阳,石佛营,姚家园路,6号线,十里堡,1337,1989年,四五环之间
锦湖园公寓,朝阳,团结湖,白家庄东里23号,10号线,呼家楼,603,2000年,三四环之间
合生国际花园(东区),朝阳,双井,光华北一街,10号线,双井,730,2008年,二三环之间
大西洋新城(C区),朝阳,望京,广顺北大街33号,14号线(东),阜通,567,1999年,四五环之间
大西洋新城(B区),朝阳,望京,广顺北大街33号,14号线(东),阜通,295,2001年,四五环之间
大西洋新城(A区),朝阳,望京,广顺北大街33号,14号线(东),阜通,406,2001年,四五环之间
大西洋新城(E区),朝阳,望京,"广顺北大街,近湖光中街",14号线(东),阜通,498,2001年,四五环之间
大西洋新城(D区),朝阳,望京,广顺北大街33号,14号线(东),阜通,316,2001年,四五环之间
唐缘,朝阳,朝外大街,吉祥里209号,2号线,朝阳门,709,2006年,二三环之间
珠江帝景(B区),朝阳,大望路,"大郊亭中街,近西大望路",7号线,九龙山,366,2004年,三四环之间
华贸城(东区),朝阳,北苑,"水岸南街,近清苑路",13号线,北苑,777,2014年,五六环之间
华贸城(西区),朝阳,北苑,清河营南街9号,13号线,北苑,917,2014年,五六环之间
八斗,朝阳,亚运村小营,大屯路222号,15号线,大屯路东,206,2016年,四五环之间
磨房南里小区,朝阳,潘家园,"磨房中街,近西大望路",14号线(东),北工大西门,465,1991年,三四环之间
和平街十五区(2号院),朝阳,和平街,青年沟路,13号线,光熙门,93,1995年,二三环之间
御金台,朝阳,建外大街,东三环中路7号,10号线,金台夕照,247,2008年,二三环之间
新东路4号小区,朝阳,三里屯,新东路4号,10号线,农业展览馆,970,1983年,二三环之间
尚家楼48号院,朝阳,太阳宫,太阳宫南街,机场线,三元桥,473,1997年,三四环之间
汇景苑二区,朝阳,东坝,朝阳区平房路,机场线,三元桥,473,2016年,五六环之间
汇景苑三区,朝阳,东坝,朝阳区平房路,机场线,三元桥,473,2016年,五六环之间
北京银泰中心,朝阳,建外大街,建国门外大街2号,1号线,国贸,131,2005年,二三环之间
天辰大厦,朝阳,建外大街,朝阳门北大街乙12号,2号线,朝阳门,394,2005年,二三环之间
甜水园东街5号院,朝阳,团结湖,甜水园东街5号,14号线(东),金台路,190,1986年,三四环之间
甜北街小区,朝阳,团结湖,"马道口东街,近水碓子中街",14号线(东),金台路,375,1980年,三四环之间
星城国际,朝阳,酒仙桥,酒仙桥路甲10号,14号线(东),望京南,954,2002年,四五环之间
大郊亭北街16号院,朝阳,南磨房,大郊亭北街16号,7号线,大郊亭,427,2002年,三四环之间
北京花园,朝阳,三元桥,安家楼38号,14号线(东),东风北桥,1017,2004年,三四环之间
珠江帝景(D区),朝阳,南磨房,"大郊亭中街,近黄辛庄路",7号线,九龙山,613,2000年,三四环之间
峻峰华亭,朝阳,健翔桥,北辰西路69号,8号线,奥体中心,654,2002年,三四环之间
金隅可乐,朝阳,双桥,双桥路,八通线,双桥,740,2009年,五六环之间
朗廷,朝阳,管庄,朝阳路,八通线,管庄,258,2008年,五六环之间
周庄嘉园7号院,朝阳,十里河,西大望南路,14号线(东),北工大西门,1372,2002年,三四环之间
周庄嘉园南里,朝阳,十里河,西大望南路,10号线,十里河,1547,2000年,三四环之间
西大望路37号院,朝阳,松榆里,西大望路37号,14号线(东),九龙山,348,2003年,三四环之间
金地名京,朝阳,四惠,力源里北街2号,1号线,四惠,187,2009年,四五环之间
万科金阳国际公寓,朝阳,朝阳周边,石佛营东里138号,6号线,十里堡,1538,2008年,四五环之间
住总香榭8号,朝阳,南磨房,西大望路24号,7号线,九龙山,239,2017年,三四环之间
专利局家属院,朝阳,惠新西街,北四环东路116号,5号线,惠新西街北口,177,2010年,三四环之间
福盈家园1号院(福盈家园西区),朝阳,定福庄,三间房西路1号,6号线,褡裢坡,500,2012年,五六环之间
砖角楼北里,朝阳,柳芳,东土城路,13号线,柳芳,289,1959年,二三环之间
润泽庄园墅郡,朝阳,北苑,"水岸南街,近北苑东路",13号线,北苑,1114,2013年,五六环之间
建外SOHO(东区),朝阳,建外大街,东三环中路39号,1号线,国贸,343,2000年,二三环之间
建外SOHO(东区别墅),朝阳,建外大街,东三环中路39号,1号线,国贸,344,2000年,二三环之间
建外SOHO(西区),朝阳,建外大街,东三环中路39号,1号线,永安里,527,2000年,二三环之间
合生麒麟社,朝阳,望京,阜通西大街,14号线(东),望京,732,2011年,四五环之间
东亚望京中心,朝阳,望京,广顺南大街,14号线(东),阜通,137,2008年,四五环之间
东方郁金香,朝阳,北苑,安立路,13号线,立水桥,269,2009年,五六环之间
湖光壹号,朝阳,望京,湖光中街,15号线,望京西,367,2017年,四五环之间
首开国风尚樾,朝阳,来广营,南湖南路,14号线(东),阜通,827,2018年,四五环之间
芳北巷小区,朝阳,朝外大街,芳草地北巷2号,6号线,东大桥,304,2000年,二三环之间
远洋光华国际,朝阳,建外大街,朝阳区光华路7号,10号线,金台夕照,664,25.00,二三环之间
置地公馆,朝阳,太阳宫,曙光西里甲5号,机场线,三元桥,225,2005年,三四环之间
阳光广场,朝阳,亚运村,安立路68号,15号线,安立路,473,2006年,四五环之间
富临中心,朝阳,望京,广顺北大街33号,14号线(东),望京,425,2000年,四五环之间
世贸国际公寓,朝阳,工体,光华路甲9号,1号线,永安里,692,2002年,二三环之间
LOFTEL(商住楼),朝阳,望京,湖光中街1号,15号线,望京,231,2005年,四五环之间
泰利明苑,朝阳,安贞,安外外馆斜街甲1号,8号线,安德里北街,1099,1997年,二三环之间
锐城国际,朝阳,朝青板块,朝阳路71号,八通线,高碑店,906,2004年,四五环之间
华瀚国际,朝阳,百子湾,世纪东方城102号,7号线,南楼梓庄,866,2010年,四五环之间
首开东都汇公寓,朝阳,常营,朝阳北路11号,6号线,草房,629,2010年,五六环之间
朗庭大厦,朝阳,管庄,朝阳路8号,八通线,管庄,238,2013年,五六环之间
世桥国贸公寓,朝阳,双井,东三环中路乙16号,10号线,双井,640,2003年,三四环之间
太阳国际公馆,朝阳,太阳宫,西坝河北里27号,10号线,太阳宫,623,2002年,三四环之间
亮马水晶,朝阳,酒仙桥,酒仙桥南路9号,14号线(东),东风北桥,454,2000年,四五环之间
京友公寓,朝阳,安贞,裕民路12号,10号线,健德门,332,2000年,三四环之间
华展国际公寓,朝阳,安贞,裕民路12号,10号线,健德门,419,1999年,三四环之间
昆仑公寓,朝阳,三里屯,新源南路甲2号,10号线,亮马桥,343,2001年,二三环之间
领地OFFICE,朝阳,北苑,北苑路13号,5号线,立水桥南,171,2005年,五六环之间
荣尊堡国际俱乐部公寓,朝阳,亚运村,科荟路8号,5号线,大屯路东,625,2004年,四五环之间
景龙国际(商住楼),朝阳,北苑,拂林路9号,5号线,北苑路北,830,2005年,五六环之间
天朗园,朝阳,北苑,红军营南路,5号线,北苑路北,369,2005年,五六环之间
旺座中心,朝阳,建外大街,关东店南街2号,10号线,金台夕照,368,2003年,二三环之间
华腾国际,朝阳,南磨房,大郊亭中街2号,7号线,大郊亭,616,2006年,三四环之间
中天国际公寓,朝阳,北沙滩,北沙滩7号,15号线,北沙滩,623,2007年,四五环之间
北辰福第(南区),朝阳,常营,常营中路6号,6号线,常营,319,2008年,五六环之间
胡家园社区(西区),朝阳,三里屯,东直门外小街,机场线,东直门,704,2015年,二三环之间
双合小区D区(建工双合家园D区),朝阳,垡头,双合中路4号,7号线,双合,531,2004年,四五环之间
双合小区C区(建工双合家园C区),朝阳,垡头,双合中路3号,7号线,双合,279,2004年,四五环之间
北京城建福润四季B区,朝阳,东坝,管庄路,7号线,双合,279,2014年,五六环之间
和乔丽致,朝阳,CBD,光华路甲8号,14号线(东),大望路,567,2003年,三四环之间
左家庄12号院,朝阳,柳芳,香河园北街,13号线,东直门,1072,2015年,二三环之间
延静西里,朝阳,大望路,朝阳北路,6号线,金台路,538,2001年,三四环之间
万豪国际公寓,朝阳,建外大街,灵通观5号,1号线,永安里,399,2001年,二三环之间
远洋新干线,朝阳,三元桥,霄云路,10号线,三元桥,410,2005年,三四环之间
SOHO现代城,朝阳,CBD,建国路88号,1号线,大望路,216,1999年,三四环之间
泰悦豪庭,朝阳,东大桥,南三里屯路16号,6号线,东大桥,671,2003年,二三环之间
北京财富中心公寓,朝阳,建外大街,东三环中路7号,10号线,金台夕照,298,2005年,二三环之间
美立方(商住楼),朝阳,北苑,双营路11号,5号线,立水桥南,457,2011年,五六环之间
朝阳门北大街12号小区,朝阳,建外大街,朝阳门北大街12号,2号线,朝阳门,388,20.00,二三环之间
朝庭公寓,朝阳,望京,阜荣街8号,14号线(东),望京南,417,2008年,四五环之间
朝外外交部宿舍,朝阳,朝外大街,朝阳门南大街,2号线,朝阳门,392,2008年,二三环之间
朝外芳草地社区,朝阳,朝外大街,坛北路,6号线,东大桥,546,40.00,二三环之间
朝新嘉园东里五区,朝阳,东坝,驹子房路,6号线,东大桥,546,2006年,五六环之间
朝新嘉园东里四区,朝阳,东坝,驹子房路,6号线,褡裢坡,2581,2006年,五六环之间
朝新嘉园东里二区,朝阳,东坝,驹子房路,6号线,褡裢坡,2815,2006年,五六环之间
朝新嘉园东里一区,朝阳,东坝,驹子房路,6号线,褡裢坡,2901,2006年,五六环之间
首开畅颐园,朝阳,东坝,七棵树路,6号线,褡裢坡,2901,2000年,五六环之间
金盏嘉园D区,朝阳,大山子,金港南路,6号线,褡裢坡,2901,2000年,五六环之间
金盏嘉园C区,朝阳,大山子,金港南路,6号线,褡裢坡,2901,2000年,五六环之间
光彩国际公寓,朝阳,建外大街,工人体育场西路18号,6号线,东大桥,797,2003年,二三环之间
首开幸福广场,朝阳,三里屯,新东路38-40号,10号线,团结湖,1128,2005年,二三环之间
昆泰国际公寓,朝阳,朝外大街,朝阳门外大街乙12号,2号线,朝阳门,679,2005年,二三环之间
恋日国际,朝阳,CBD,南郎家园18号,10号线,国贸,478,2002年,三四环之间
管庄北二里小区,朝阳,管庄,常营南路45号,6号线,常营,704,2013年,五六环之间
东三环南路小区,朝阳,南磨房,东三环南路46号,10号线,双井,260,2000年,三四环之间
北纬40度(西区),朝阳,来广营,来广营西路7号,14号线(东),来广营,361,2008年,五六环之间
新华联丽港(商住楼),朝阳,酒仙桥,酒仙桥中路26号,14号线(东),将台,595,2008年,四五环之间
优士阁(商住楼),朝阳,劲松,广渠门外大街8号,10号线,双井,217,2003年,二三环之间
东郊木材厂宿舍,朝阳,酒仙桥,姚家园路,6号线,青年路,1908,2003年,四五环之间
东军庄,朝阳,管庄,朝阳路,6号线,草房,939,2003年,五六环之间
辰芳园,朝阳,北沙滩,大屯路,15号线,北沙滩,897,2000年,四五环之间
晨光家园A区,朝阳,石佛营,朝阳北路,6号线,十里堡,448,1999年,四五环之间
财富城堡,朝阳,来广营,康营东路,15号线,孙河,2424,2012年,四五环之间
东湖湾(西区),朝阳,望京,利泽西街8号,14号线(东),东湖渠,693,2008年,四五环之间
三空间,朝阳,亚运村小营,北四环东路115号,5号线,惠新西街北口,430,2005年,四五环之间
中弘北京像素南区,朝阳,常营,五里桥二街2号,6号线,草房,323,2009年,五六环之间
泛海容郡,朝阳,朝阳公园,星火西路7号,6号线,十里堡,2181,2016年,四五环之间
蓝堡国际公寓,朝阳,CBD,西大望路3号,14号线(东),大望路,289,2005年,三四环之间
东旭花园(别墅),朝阳,双桥,双桥东路18号,八通线,果园,2898,1996年,五六环之间
碧海方舟(别墅),朝阳,亚运村小营,鼎成路6号,13号线,望京西,749,2003年,四五环之间
山水文园西园(别墅),朝阳,松榆里,弘燕路,10号线,十里河,610,2002年,三四环之间
保利首开天誉(别墅),朝阳,东坝,七棵树路,10号线,十里河,610,2017年,五六环之间
周庄嘉园6号院,朝阳,十里河,西大望南路,14号线(东),北工大西门,1666,2000年,三四环之间
周庄嘉园4号院,朝阳,十里河,西大望南路,7号线,欢乐谷景区,1697,2000年,三四环之间
倚林佳园(别墅),朝阳,奥林匹克公园,林萃路,8号线,林萃桥,814,2002年,四五环之间
亚运新新家园(别墅),朝阳,亚运村,辛店路1号,15号线,关庄,877,2014年,四五环之间
京泰自主城,朝阳,十八里店,博大路,亦庄线,小红门,1488,2010年,四五环之间
时代庄园(别墅),朝阳,北苑,红军营东路18号,13号线,北苑,362,2003年,五六环之间
首城珑玺(别墅),朝阳,东坝,七棵树路,13号线,北苑,362,2017年,五六环之间
首开琅樾(别墅),朝阳,孙河,京平高速,15号线,孙河,1393,2015年,五六环之间
泰禾北京院子(一期),朝阳,来广营,"顺黄路,近京沈路",15号线,孙河,1347,2015年,五六环之间
嘉林花园(别墅),朝阳,酒仙桥,嘉林路甲1号,14号线(东),将台,840,1995年,四五环之间
江南山水(别墅),朝阳,十八里店,红坊路6号,亦庄线,小红门,1258,2011年,四五环之间
人事部宿舍,朝阳,柳芳,香河园北街,13号线,东直门,929,2011年,二三环之间
齿轮厂家属院,朝阳,高碑店,朝阳路,6号线,褡裢坡,1180,2005年,五六环之间
杰座大厦,朝阳,三里屯,幸福村中路55号,机场线,东直门,1005,2003年,二三环之间
明天第一城8号院,朝阳,北苑,立清路8号,13号线,立水桥,701,2007年,五六环之间
玲珑山,朝阳,双桥,北花园街,八通线,传媒大学,916,2013年,五六环之间
明天第一城7号院,朝阳,北苑,立清路7号,5号线,立水桥,768,2007年,五六环之间
定福家园南里3号院,朝阳,定福庄,朝阳北路,6号线,褡裢坡,166,2006年,五六环之间
国际港,朝阳,三元桥,东三环北路戊2号,10号线,三元桥,270,2001年,三四环之间
中国科学院科学园小区,朝阳,北沙滩,科学园南里东街10号,8号线,奥林匹克公园,1021,2001年,四五环之间
中国铁建花语城,朝阳,北苑,水岸南街2号,13号线,北苑,918,2012年,五六环之间
中海安德鲁斯庄园(西区),朝阳,百子湾,高碑店路181号,7号线,化工,1513,2006年,四五环之间
中海安德鲁斯庄园(东区),朝阳,百子湾,高碑店路181号,7号线,化工,1841,2006年,四五环之间
财富公馆,朝阳,来广营,康营中街9号,15号线,孙河,1925,2012年,五六环之间
中弘北京像素北区,朝阳,常营,五里桥一街1号,6号线,草房,362,2009年,五六环之间
广渠金茂府(西区),朝阳,双井,广渠路25号,7号线,大郊亭,331,2013年,三四环之间
金都杭城(西区),朝阳,百子湾,百子湾路,7号线,百子湾,796,2005年,四五环之间
金都杭城(东区),朝阳,百子湾,百子湾路,7号线,百子湾,835,2005年,四五环之间
广渠金茂府(东区),朝阳,双井,广渠路23号,7号线,大郊亭,108,2014年,三四环之间
金徽公寓,朝阳,来广营,顺黄路,14号线(东),善各庄,2527,2014年,五六环之间
金辉家园,朝阳,百子湾,广渠东路,7号线,化工,1141,2014年,四五环之间
金石美苑,朝阳,望京,南湖南路16号,14号线(东),阜通,604,2012年,四五环之间
汇景苑四区,朝阳,东坝,朝阳区平房路,14号线(东),阜通,604,2016年,五六环之间
金盏嘉园B区,朝阳,大山子,长店大街,14号线(东),阜通,604,2016年,五六环之间
金泽家园B区,朝阳,东坝,康各庄路,14号线(东),阜通,604,2012年,五六环之间
金泽家园C区,朝阳,东坝,康各庄路,14号线(东),阜通,604,2012年,五六环之间
水南庄壹号,朝阳,四惠,惠河南街,八通线,四惠东,466,30.00,四五环之间
黄寺大街36号院,朝阳,安贞,黄寺大街36号,8号线,安华桥,296,2000年,二三环之间
双会小区,朝阳,管庄,双桥东路1号,八通线,管庄,63,2000年,五六环之间
远洋万和城(A区),朝阳,亚运村小营,成慧路,15号线,关庄,1007,2009年,四五环之间
远洋万和城(B区),朝阳,亚运村小营,成慧路,15号线,关庄,963,2009年,四五环之间
远洋万和城(C区),朝阳,亚运村小营,北四环东路73号,15号线,关庄,1102,2008年,四五环之间
黄木厂路6号院,朝阳,双井,黄木厂路6号,10号线,双井,546,1990年,三四环之间
非常生活,朝阳,双井,黄木厂路1号,10号线,双井,577,2003年,三四环之间
小关东街小区,朝阳,芍药居,小关东街10号,10号线,安贞门,478,1996年,三四环之间
远洋一方润园(西北区),朝阳,双桥,塔营北街3号,八通线,管庄,808,2012年,五六环之间
远洋一方润园(东区),朝阳,双桥,塔营北街2号,八通线,管庄,884,2010年,五六环之间
远洋一方溪语苑,朝阳,双桥,双桥东路,八通线,管庄,1084,2012年,五六环之间
远洋一方润园(东北区),朝阳,双桥,塔营北街1号,八通线,管庄,724,2010年,五六环之间
山水蓝维欧雷山,朝阳,北苑,北苑东路,13号线,北苑,864,30.00,五六环之间
山水蓝维,朝阳,媒体村,红军营东路,13号线,北苑,615,30.00,五六环之间
嘉铭桐城(B区),朝阳,亚运村小营,北苑路,15号线,关庄,210,2002年,四五环之间
嘉铭桐城(F区),朝阳,亚运村小营,北苑路,15号线,大屯路东,461,2000年,四五环之间
嘉铭桐城(E区),朝阳,亚运村小营,北苑路,15号线,关庄,336,2006年,四五环之间
嘉铭桐城(D区),朝阳,亚运村小营,北苑路,15号线,关庄,493,2005年,四五环之间
